PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
294,0,3,-0.412036774,-0.474545196,-0.473673609,-0.470229672,FALSE,FALSE,TRUE
295,0,3,-0.412036774,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
296,0,1,-0.104637401,-0.474545196,-0.473673609,-0.090272017,TRUE,FALSE,FALSE
297,0,3,-0.450461696,-0.474545196,-0.473673609,-0.502863973,TRUE,FALSE,FALSE
298,0,1,-2.102733328,0.432793366,2.008933366,2.40299019,FALSE,FALSE,TRUE
299,1,1,-0.104637401,-0.474545196,-0.473673609,-0.034313694,TRUE,FALSE,TRUE
300,1,1,1.586059152,-0.474545196,0.767629879,4.335332227,FALSE,FALSE,FALSE
301,1,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
302,1,3,-0.104637401,1.340131928,-0.473673609,-0.180290176,TRUE,TRUE,FALSE
303,0,3,-0.796285991,-0.474545196,-0.473673609,-0.648421654,TRUE,FALSE,TRUE
304,1,2,-0.104637401,-0.474545196,-0.473673609,-0.399758267,FALSE,TRUE,FALSE
305,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
306,1,1,-2.185731158,0.432793366,2.008933366,2.40299019,TRUE,FALSE,TRUE
307,1,1,-0.104637401,-0.474545196,-0.473673609,1.584178906,FALSE,FALSE,FALSE
308,1,1,-0.949985678,0.432793366,-0.473673609,1.544245781,FALSE,FALSE,FALSE
309,0,2,0.049062285,0.432793366,-0.473673609,-0.165189161,TRUE,FALSE,FALSE
310,1,1,0.049062285,-0.474545196,-0.473673609,0.49782998,FALSE,FALSE,FALSE
311,1,1,-0.412036774,-0.474545196,-0.473673609,1.025944704,FALSE,FALSE,FALSE
313,0,2,-0.258337088,0.432793366,0.767629879,-0.124919787,FALSE,FALSE,TRUE
314,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
315,0,2,1.048110249,0.432793366,0.767629879,-0.119886115,TRUE,FALSE,TRUE
316,1,3,-0.258337088,-0.474545196,-0.473673609,-0.490279793,FALSE,FALSE,TRUE
317,1,2,-0.412036774,0.432793366,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
318,0,2,1.893458525,-0.474545196,-0.473673609,-0.366536033,TRUE,FALSE,TRUE
319,1,1,0.125912129,-0.474545196,2.008933366,2.671117778,FALSE,FALSE,TRUE
320,1,1,0.817560719,0.432793366,0.767629879,2.059693773,FALSE,FALSE,FALSE
321,0,3,-0.565736461,-0.474545196,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
322,0,3,-0.181487244,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
323,1,2,0.049062285,-0.474545196,-0.473673609,-0.399758267,FALSE,TRUE,FALSE
324,1,2,-0.565736461,0.432793366,0.767629879,-0.064515725,FALSE,FALSE,TRUE
325,0,3,-0.104637401,6.784163299,2.008933366,0.75194584,TRUE,FALSE,TRUE
326,1,1,0.510161345,-0.474545196,-0.473673609,2.082512414,FALSE,FALSE,FALSE
327,0,3,2.431407428,-0.474545196,-0.473673609,-0.522831542,TRUE,FALSE,TRUE
328,1,2,0.510161345,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
329,1,3,0.125912129,0.432793366,0.767629879,-0.235157199,FALSE,FALSE,TRUE
330,1,1,-1.026835521,-0.474545196,0.767629879,0.518971402,FALSE,FALSE,FALSE
331,1,3,-0.104637401,1.340131928,-0.473673609,-0.180290176,FALSE,TRUE,FALSE
332,0,1,1.240234857,-0.474545196,-0.473673609,-0.074583069,TRUE,FALSE,TRUE
333,0,1,0.663861032,-0.474545196,0.767629879,2.441497779,TRUE,FALSE,TRUE
334,0,3,-1.026835521,1.340131928,-0.473673609,-0.285997284,TRUE,FALSE,TRUE
335,1,1,-0.104637401,0.432793366,-0.473673609,2.042579289,FALSE,FALSE,TRUE
336,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
337,0,1,-0.027787558,0.432793366,-0.473673609,0.692548513,TRUE,FALSE,TRUE
338,1,1,0.894410562,-0.474545196,-0.473673609,2.059693773,FALSE,FALSE,FALSE
339,1,3,1.201809935,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
340,0,1,1.201809935,-0.474545196,-0.473673609,0.066359742,TRUE,FALSE,TRUE
341,1,2,-2.102733328,0.432793366,0.767629879,-0.124919787,TRUE,FALSE,TRUE
343,0,2,-0.104637401,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
344,0,2,-0.335186931,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
345,0,2,0.510161345,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
346,1,2,-0.412036774,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
347,1,2,0.817560719,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
348,1,3,-0.104637401,0.432793366,-0.473673609,-0.32425319,FALSE,FALSE,TRUE
349,1,3,-2.025883484,0.432793366,0.767629879,-0.328280127,TRUE,FALSE,TRUE
350,0,3,0.971260405,-0.474545196,-0.473673609,-0.474004926,TRUE,FALSE,TRUE
351,0,3,-0.488886618,-0.474545196,-0.473673609,-0.462679164,TRUE,FALSE,TRUE
352,0,1,-0.104637401,-0.474545196,-0.473673609,0.056292398,TRUE,FALSE,TRUE
353,0,3,-1.103685364,0.432793366,0.767629879,-0.502863973,TRUE,FALSE,FALSE
354,0,3,-0.335186931,0.432793366,-0.473673609,-0.290024222,TRUE,FALSE,TRUE
355,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502948539,TRUE,FALSE,FALSE
356,0,3,-0.104637401,-0.474545196,-0.473673609,-0.457142125,TRUE,FALSE,TRUE
357,1,1,-0.565736461,-0.474545196,0.767629879,0.458986142,FALSE,FALSE,TRUE
358,0,2,0.663861032,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
359,1,3,-0.104637401,-0.474545196,-0.473673609,-0.489776426,FALSE,TRUE,FALSE
360,1,3,-0.104637401,-0.474545196,-0.473673609,-0.489776426,FALSE,TRUE,FALSE
361,0,3,0.817560719,0.432793366,4.491540342,-0.086663881,TRUE,FALSE,TRUE
362,0,2,-0.027787558,0.432793366,-0.473673609,-0.090272017,TRUE,FALSE,FALSE
363,0,3,1.201809935,-0.474545196,0.767629879,-0.357390858,FALSE,FALSE,FALSE
364,0,3,0.433311502,-0.474545196,-0.473673609,-0.506472109,TRUE,FALSE,TRUE
365,0,3,-0.104637401,0.432793366,-0.473673609,-0.336334002,TRUE,TRUE,FALSE
366,0,3,0.049062285,-0.474545196,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
367,1,1,2.354557585,0.432793366,-0.473673609,0.866713557,FALSE,FALSE,FALSE
368,1,3,-0.104637401,-0.474545196,-0.473673609,-0.502863973,FALSE,FALSE,FALSE
369,1,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
370,1,1,-0.412036774,-0.474545196,-0.473673609,0.746912168,FALSE,FALSE,FALSE
371,1,1,-0.335186931,0.432793366,-0.473673609,0.467879633,TRUE,FALSE,FALSE
372,0,3,-0.873135834,0.432793366,-0.473673609,-0.517630753,TRUE,FALSE,TRUE
373,0,3,-0.796285991,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
374,0,1,-0.565736461,-0.474545196,-0.473673609,2.082512414,TRUE,FALSE,FALSE
375,0,3,-2.025883484,2.24747049,0.767629879,-0.224083121,FALSE,FALSE,TRUE
376,1,1,-0.104637401,0.432793366,-0.473673609,1.0060617,FALSE,FALSE,FALSE
377,1,3,-0.565736461,-0.474545196,-0.473673609,-0.502445171,FALSE,FALSE,TRUE
378,0,1,-0.181487244,-0.474545196,2.008933366,3.610064686,TRUE,FALSE,FALSE
379,0,3,-0.719436148,-0.474545196,-0.473673609,-0.567631221,TRUE,FALSE,FALSE
380,0,3,-0.796285991,-0.474545196,-0.473673609,-0.491874461,TRUE,FALSE,TRUE
381,1,1,0.971260405,-0.474545196,-0.473673609,3.932723049,FALSE,FALSE,FALSE
382,1,3,-2.179583171,-0.474545196,2.008933366,-0.331467448,FALSE,FALSE,FALSE
383,0,3,0.202761972,-0.474545196,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
384,1,1,0.433311502,0.432793366,-0.473673609,0.39858208,FALSE,FALSE,TRUE
385,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
386,0,2,-0.873135834,-0.474545196,-0.473673609,0.831477855,TRUE,FALSE,TRUE
387,0,3,-2.179583171,4.062147613,2.008933366,0.295895176,TRUE,FALSE,TRUE
388,1,2,0.510161345,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
389,0,3,-0.104637401,-0.474545196,-0.473673609,-0.492796629,TRUE,TRUE,FALSE
390,1,2,-0.949985678,-0.474545196,-0.473673609,-0.406805407,FALSE,FALSE,FALSE
391,1,1,0.510161345,0.432793366,2.008933366,1.767740809,TRUE,FALSE,TRUE
392,1,3,-0.642586304,-0.474545196,-0.473673609,-0.491455659,TRUE,FALSE,TRUE
393,0,3,-0.104637401,1.340131928,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
394,1,1,-0.488886618,0.432793366,-0.473673609,1.632335038,FALSE,FALSE,FALSE
395,1,3,-0.412036774,-0.474545196,2.008933366,-0.312172378,FALSE,FALSE,TRUE
396,0,3,-0.565736461,-0.474545196,-0.473673609,-0.491455659,TRUE,FALSE,TRUE
397,0,3,0.125912129,-0.474545196,-0.473673609,-0.490279793,FALSE,FALSE,TRUE
398,0,2,1.278659779,-0.474545196,-0.473673609,-0.124919787,TRUE,FALSE,TRUE
399,0,2,-0.488886618,-0.474545196,-0.473673609,-0.437007438,TRUE,FALSE,TRUE
400,1,2,-0.104637401,-0.474545196,-0.473673609,-0.393717861,FALSE,FALSE,TRUE
401,1,3,0.740710875,-0.474545196,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
402,0,3,-0.258337088,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
403,0,3,-0.642586304,0.432793366,-0.473673609,-0.450598352,FALSE,FALSE,TRUE
404,0,3,-0.104637401,0.432793366,-0.473673609,-0.329286862,TRUE,FALSE,TRUE
405,0,3,-0.719436148,-0.474545196,-0.473673609,-0.474004926,FALSE,FALSE,TRUE
406,0,2,0.356461659,0.432793366,-0.473673609,-0.225593223,TRUE,FALSE,TRUE
407,0,3,1.662908995,-0.474545196,-0.473673609,-0.492377828,TRUE,FALSE,TRUE
408,1,2,-2.025883484,0.432793366,0.767629879,-0.270896269,TRUE,FALSE,TRUE
409,0,3,-0.642586304,-0.474545196,-0.473673609,-0.491874461,TRUE,FALSE,TRUE
410,0,3,-0.104637401,2.24747049,0.767629879,-0.135657615,FALSE,FALSE,TRUE
411,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
412,0,3,-0.104637401,-0.474545196,-0.473673609,-0.510331928,TRUE,TRUE,FALSE
413,1,1,0.279611815,0.432793366,-0.473673609,1.163700193,FALSE,TRUE,FALSE
414,0,2,-0.104637401,-0.474545196,-0.473673609,-0.648421654,TRUE,FALSE,TRUE
415,1,3,1.124960092,-0.474545196,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
416,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,FALSE,FALSE,TRUE
417,1,2,0.356461659,0.432793366,0.767629879,0.00595568,FALSE,FALSE,TRUE
418,1,2,-0.873135834,-0.474545196,2.008933366,-0.38667072,FALSE,FALSE,TRUE
419,0,2,0.049062285,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
420,0,3,-1.487934581,-0.474545196,2.008933366,-0.162168958,FALSE,FALSE,TRUE
421,0,3,-0.104637401,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,FALSE
422,0,3,-0.642586304,-0.474545196,-0.473673609,-0.492714077,TRUE,TRUE,FALSE
423,0,3,-0.027787558,-0.474545196,-0.473673609,-0.489860992,TRUE,FALSE,TRUE
424,0,3,-0.104637401,0.432793366,0.767629879,-0.358482158,FALSE,FALSE,TRUE
425,0,3,-0.873135834,0.432793366,0.767629879,-0.241449289,TRUE,FALSE,TRUE
426,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
427,1,2,-0.104637401,0.432793366,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
428,1,2,-0.796285991,-0.474545196,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
429,0,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
430,1,3,0.202761972,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
431,1,1,-0.104637401,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
432,1,3,-0.104637401,0.432793366,-0.473673609,-0.32425319,FALSE,FALSE,TRUE
433,1,2,0.971260405,0.432793366,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
434,0,3,-0.949985678,-0.474545196,-0.473673609,-0.504962007,TRUE,FALSE,TRUE
435,0,1,1.586059152,0.432793366,-0.473673609,0.47710736,TRUE,FALSE,TRUE
436,1,1,-1.180535208,0.432793366,2.008933366,1.767740809,FALSE,FALSE,TRUE
437,0,3,-0.642586304,1.340131928,2.008933366,0.043708218,FALSE,FALSE,TRUE
438,1,2,-0.412036774,1.340131928,3.250236854,-0.270896269,FALSE,FALSE,TRUE
440,0,2,0.125912129,-0.474545196,-0.473673609,-0.437007438,TRUE,FALSE,TRUE
441,1,2,1.201809935,0.432793366,0.767629879,-0.119886115,FALSE,FALSE,TRUE
442,0,3,-0.719436148,-0.474545196,-0.473673609,-0.457142125,TRUE,FALSE,TRUE
443,0,3,-0.335186931,0.432793366,-0.473673609,-0.491874461,TRUE,FALSE,TRUE
444,1,2,-0.104637401,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
445,1,3,-0.104637401,-0.474545196,-0.473673609,-0.485079004,TRUE,FALSE,TRUE
446,1,1,-1.949033641,-0.474545196,2.008933366,0.999769611,TRUE,FALSE,TRUE
447,1,2,-1.257385051,-0.474545196,0.767629879,-0.255795253,FALSE,FALSE,TRUE
448,1,1,0.356461659,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
449,1,3,-1.872183798,1.340131928,0.767629879,-0.260661807,FALSE,FALSE,FALSE
450,1,1,1.739758839,-0.474545196,-0.473673609,-0.034313694,TRUE,FALSE,TRUE
451,0,2,0.510161345,0.432793366,2.008933366,-0.089684084,TRUE,FALSE,TRUE
452,0,3,-0.104637401,0.432793366,-0.473673609,-0.246398395,TRUE,FALSE,TRUE
453,0,1,0.049062285,-0.474545196,-0.473673609,-0.089684084,TRUE,FALSE,FALSE
454,1,1,1.509209309,0.432793366,-0.473673609,1.14566354,TRUE,FALSE,FALSE
455,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
456,1,3,-0.027787558,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,FALSE
457,0,1,2.738806802,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
458,1,1,-0.104637401,0.432793366,-0.473673609,0.395813561,FALSE,FALSE,TRUE
459,1,2,1.586059152,-0.474545196,-0.473673609,-0.437007438,FALSE,FALSE,TRUE
460,0,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
461,1,1,1.432359465,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
462,0,3,0.356461659,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
463,0,1,1.355509622,-0.474545196,-0.473673609,0.126763803,TRUE,FALSE,TRUE
464,0,2,1.432359465,-0.474545196,-0.473673609,-0.38667072,TRUE,FALSE,TRUE
465,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
466,0,3,0.663861032,-0.474545196,-0.473673609,-0.506472109,TRUE,FALSE,TRUE
467,0,2,-0.104637401,-0.474545196,-0.473673609,-0.648421654,TRUE,FALSE,TRUE
468,0,1,2.047158212,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
469,0,3,-0.104637401,-0.474545196,-0.473673609,-0.492881195,TRUE,TRUE,FALSE
470,1,3,-2.198795632,1.340131928,0.767629879,-0.260661807,FALSE,FALSE,FALSE
471,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
472,0,3,0.663861032,-0.474545196,-0.473673609,-0.474004926,TRUE,FALSE,TRUE
473,1,2,0.279611815,0.432793366,2.008933366,-0.089684084,FALSE,FALSE,TRUE
474,1,2,-0.488886618,-0.474545196,-0.473673609,-0.370730088,FALSE,FALSE,FALSE
475,0,3,-0.565736461,-0.474545196,-0.473673609,-0.450346668,FALSE,FALSE,TRUE
476,0,1,-0.104637401,-0.474545196,-0.473673609,0.39858208,TRUE,FALSE,TRUE
477,0,2,0.356461659,0.432793366,-0.473673609,-0.225593223,TRUE,FALSE,TRUE
478,0,3,-0.027787558,0.432793366,-0.473673609,-0.506556675,TRUE,FALSE,TRUE
479,0,3,-0.565736461,-0.474545196,-0.473673609,-0.496992698,TRUE,FALSE,TRUE
480,1,3,-2.102733328,-0.474545196,0.767629879,-0.401016685,FALSE,FALSE,TRUE
481,0,3,-1.564784424,4.062147613,2.008933366,0.295895176,TRUE,FALSE,TRUE
482,0,2,-0.104637401,-0.474545196,-0.473673609,-0.648421654,TRUE,FALSE,TRUE
483,0,3,1.586059152,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
484,1,3,2.585107115,-0.474545196,-0.473673609,-0.45538034,FALSE,FALSE,TRUE
485,1,1,-0.335186931,0.432793366,-0.473673609,1.185429548,TRUE,FALSE,FALSE
486,0,3,-0.104637401,2.24747049,0.767629879,-0.135657615,FALSE,FALSE,TRUE
487,1,1,0.433311502,0.432793366,-0.473673609,1.163700193,FALSE,FALSE,TRUE
488,0,1,2.200857898,-0.474545196,-0.473673609,-0.050421444,TRUE,FALSE,FALSE
489,0,3,0.049062285,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
490,1,3,-1.564784424,0.432793366,0.767629879,-0.328280127,TRUE,FALSE,TRUE
491,0,3,-0.104637401,0.432793366,-0.473673609,-0.246398395,TRUE,FALSE,TRUE
492,0,3,-0.642586304,-0.474545196,-0.473673609,-0.502445171,TRUE,FALSE,TRUE
493,0,1,1.970308369,-0.474545196,-0.473673609,-0.034313694,TRUE,FALSE,TRUE
494,0,1,3.199905862,-0.474545196,-0.473673609,0.348329928,TRUE,FALSE,FALSE
495,0,3,-0.642586304,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
496,0,3,-0.104637401,-0.474545196,-0.473673609,-0.357308306,TRUE,FALSE,FALSE
497,1,1,1.893458525,0.432793366,-0.473673609,0.927453868,FALSE,FALSE,FALSE
498,0,3,-0.104637401,-0.474545196,-0.473673609,-0.344387877,TRUE,FALSE,TRUE
499,0,1,-0.335186931,0.432793366,2.008933366,2.40299019,FALSE,FALSE,TRUE
500,0,3,-0.412036774,-0.474545196,-0.473673609,-0.491455659,TRUE,FALSE,TRUE
501,0,3,-0.949985678,-0.474545196,-0.473673609,-0.474004926,TRUE,FALSE,TRUE
502,0,3,-0.642586304,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
503,0,3,-0.104637401,-0.474545196,-0.473673609,-0.494810098,FALSE,TRUE,FALSE
504,0,3,0.587011189,-0.474545196,-0.473673609,-0.45538034,FALSE,FALSE,TRUE
505,1,1,-1.026835521,-0.474545196,-0.473673609,1.093228788,FALSE,FALSE,TRUE
506,0,1,-0.873135834,0.432793366,-0.473673609,1.544245781,TRUE,FALSE,FALSE
507,1,2,0.279611815,-0.474545196,2.008933366,-0.124919787,FALSE,FALSE,TRUE
508,1,1,-0.104637401,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
509,0,3,-0.104637401,-0.474545196,-0.473673609,-0.194887825,TRUE,FALSE,TRUE
510,1,3,-0.258337088,-0.474545196,-0.473673609,0.489103607,TRUE,FALSE,TRUE
511,1,3,-0.027787558,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
512,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
513,1,1,0.510161345,-0.474545196,-0.473673609,-0.119131064,TRUE,FALSE,TRUE
514,1,1,1.893458525,0.432793366,-0.473673609,0.547578765,FALSE,FALSE,FALSE
515,0,3,-0.412036774,-0.474545196,-0.473673609,-0.497496065,TRUE,FALSE,TRUE
516,0,1,1.355509622,-0.474545196,-0.473673609,0.036576512,TRUE,FALSE,TRUE
517,1,2,0.356461659,-0.474545196,-0.473673609,-0.437007438,FALSE,FALSE,TRUE
518,0,3,-0.104637401,-0.474545196,-0.473673609,-0.162168958,TRUE,TRUE,FALSE
519,1,2,0.510161345,0.432793366,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
520,0,3,0.202761972,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
521,1,1,0.049062285,-0.474545196,-0.473673609,1.234171598,FALSE,FALSE,TRUE
522,0,3,-0.565736461,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
523,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502948539,TRUE,FALSE,FALSE
524,1,1,1.124960092,-0.474545196,0.767629879,0.518971402,FALSE,FALSE,FALSE
525,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502863973,TRUE,FALSE,FALSE
526,0,3,0.85598564,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
527,1,2,1.586059152,-0.474545196,-0.473673609,-0.437007438,FALSE,FALSE,TRUE
528,0,1,-0.104637401,-0.474545196,-0.473673609,3.817033163,TRUE,FALSE,TRUE
529,0,3,0.740710875,-0.474545196,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
530,0,2,-0.488886618,1.340131928,0.767629879,-0.416872751,TRUE,FALSE,TRUE
531,1,2,-2.102733328,0.432793366,0.767629879,-0.124919787,FALSE,FALSE,TRUE
532,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502863973,TRUE,FALSE,FALSE
533,0,3,-0.949985678,0.432793366,0.767629879,-0.502863973,TRUE,FALSE,FALSE
534,1,3,-0.104637401,-0.474545196,2.008933366,-0.198244277,FALSE,FALSE,FALSE
535,0,3,0.049062285,-0.474545196,-0.473673609,-0.474004926,FALSE,FALSE,TRUE
536,1,2,-1.718484111,-0.474545196,2.008933366,-0.119886115,FALSE,FALSE,TRUE
537,0,1,1.201809935,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
538,1,1,0.049062285,-0.474545196,-0.473673609,1.49441243,FALSE,FALSE,FALSE
539,0,3,-0.104637401,-0.474545196,-0.473673609,-0.356468689,TRUE,FALSE,TRUE
540,1,1,-0.565736461,-0.474545196,2.008933366,0.348245362,FALSE,FALSE,FALSE
541,1,1,0.510161345,-0.474545196,2.008933366,0.781141137,FALSE,FALSE,TRUE
542,0,3,-1.564784424,3.154809051,2.008933366,-0.018709312,FALSE,FALSE,TRUE
543,0,3,-1.411084738,3.154809051,2.008933366,-0.018709312,FALSE,FALSE,TRUE
544,1,2,0.202761972,0.432793366,-0.473673609,-0.124919787,TRUE,FALSE,TRUE
545,0,1,1.586059152,0.432793366,-0.473673609,1.49441243,TRUE,FALSE,FALSE
546,0,1,2.661956958,-0.474545196,-0.473673609,-0.124919787,TRUE,FALSE,TRUE
547,1,2,-0.796285991,0.432793366,-0.473673609,-0.124919787,FALSE,FALSE,TRUE
548,1,2,-0.104637401,-0.474545196,-0.473673609,-0.369304552,TRUE,FALSE,FALSE
549,0,3,0.279611815,0.432793366,0.767629879,-0.235157199,TRUE,FALSE,TRUE
550,1,2,-1.641634268,0.432793366,0.767629879,0.091528101,TRUE,FALSE,TRUE
551,1,1,-0.949985678,-0.474545196,2.008933366,1.584178906,TRUE,FALSE,FALSE
552,0,2,-0.181487244,-0.474545196,-0.473673609,-0.124919787,TRUE,FALSE,TRUE
553,0,3,-0.104637401,-0.474545196,-0.473673609,-0.490783161,TRUE,TRUE,FALSE
554,1,3,-0.565736461,-0.474545196,-0.473673609,-0.502948539,TRUE,FALSE,FALSE
555,1,3,-0.565736461,-0.474545196,-0.473673609,-0.491874461,FALSE,FALSE,TRUE
556,0,1,2.508257272,-0.474545196,-0.473673609,-0.113845709,TRUE,FALSE,TRUE
557,1,1,1.432359465,0.432793366,-0.473673609,0.148911959,FALSE,FALSE,FALSE
558,0,1,-0.104637401,-0.474545196,-0.473673609,3.932723049,TRUE,FALSE,FALSE
559,1,1,0.740710875,0.432793366,0.767629879,0.955306181,FALSE,FALSE,TRUE
560,1,3,0.510161345,0.432793366,-0.473673609,-0.298078096,FALSE,FALSE,TRUE
561,0,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,TRUE,TRUE,FALSE
562,0,3,0.817560719,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
563,0,2,-0.104637401,-0.474545196,-0.473673609,-0.376603377,TRUE,FALSE,TRUE
564,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
565,0,3,-0.104637401,-0.474545196,-0.473673609,-0.486337422,FALSE,FALSE,TRUE
566,0,3,-0.412036774,1.340131928,-0.473673609,-0.162168958,TRUE,FALSE,TRUE
567,0,3,-0.796285991,-0.474545196,-0.473673609,-0.48944219,TRUE,FALSE,TRUE
568,0,3,-0.027787558,-0.474545196,4.491540342,-0.224083121,FALSE,FALSE,TRUE
569,0,3,-0.104637401,-0.474545196,-0.473673609,-0.502863973,TRUE,FALSE,FALSE
570,1,3,0.202761972,-0.474545196,-0.473673609,-0.490279793,TRUE,FALSE,TRUE
571,1,2,2.508257272,-0.474545196,-0.473673609,-0.437007438,TRUE,FALSE,TRUE
572,1,1,1.816608682,1.340131928,-0.473673609,0.388095935,FALSE,FALSE,TRUE
573,1,1,0.510161345,-0.474545196,-0.473673609,-0.117117595,TRUE,FALSE,TRUE
574,1,3,-0.104637401,-0.474545196,-0.473673609,-0.492377828,FALSE,TRUE,FALSE
575,0,3,-1.026835521,-0.474545196,-0.473673609,-0.486337422,TRUE,FALSE,TRUE
576,0,3,-0.796285991,-0.474545196,-0.473673609,-0.356468689,TRUE,FALSE,TRUE
577,1,2,0.356461659,-0.474545196,-0.473673609,-0.38667072,FALSE,FALSE,TRUE
578,1,1,0.740710875,0.432793366,-0.473673609,0.47710736,FALSE,FALSE,TRUE
579,0,3,-0.104637401,0.432793366,-0.473673609,-0.357308306,FALSE,FALSE,FALSE
580,1,3,0.202761972,-0.474545196,-0.473673609,-0.488854258,TRUE,FALSE,TRUE
581,1,2,-0.335186931,0.432793366,0.767629879,-0.044381038,FALSE,FALSE,TRUE
582,1,1,0.740710875,0.432793366,0.767629879,1.584178906,FALSE,FALSE,FALSE
583,0,2,1.893458525,-0.474545196,-0.473673609,-0.124919787,TRUE,FALSE,TRUE
584,0,1,0.510161345,-0.474545196,-0.473673609,0.15948267,TRUE,FALSE,FALSE
585,0,3,-0.104637401,-0.474545196,-0.473673609,-0.472998191,TRUE,FALSE,FALSE
586,1,1,-0.873135834,-0.474545196,2.008933366,0.955306181,FALSE,FALSE,TRUE
587,0,2,1.355509622,-0.474545196,-0.473673609,-0.346401346,TRUE,FALSE,TRUE
